BIOCHEMICAL,1-ctrl,2-ctrl,3-ctrl,4-ctrl,5-ctrl,6-ctrl,7-ctrl,8-ctrl,9-Lm,10-Lm,11-Lm,12-Lm,13-Lm,14-Lm,15-Lm,16-Cr,17-Cr,18-Cr,19-Cr,21-Cr,22-Cr,23-GF,24-GF,25-GF,26-GF,27-GF,28-GF,29-GF,30-GF,31-GF
"N6,N6-dimethyladenosine",,863039,,966413,872751,1006668,1383045,1660034,928281,621505,,770641.0625,,1363249,980560,1196514,1530985,1307123,852549,1247798,1169504,1243020,1083915,1298345,1326557,1359897,1224943,1370064,969810,1280695
N6-acetyllysine,364438,388530,456544,377151,484432,552557,564580,530344,449453,710902,397701,468707,435040,1731156,444521,443820,470909,393372,421568,501977.9688,467416,565491,646532,608981,561799,627324,568119,602045,584360,745776
N6-carbamoylthreonyladenosine,2261389,2290800,3063434,2410717,2429101,2286273,2766687,3381577,3806317,4261838,2618628,2983990,3551279.75,6078551,3634828,3229334,3669994,3522415.25,3360853,4826504,3950823.75,2677369,3343914,3618741,3026354,3109994,3413270.25,3646985.25,3671732.25,3731485
N6-methyllysine,36063820,39473376,41058800,35465764,46251804,39031120,44048320,29531810,13570677,55350332,24990322,30627910,40256404,131859048,44046012,57454560,67377920,56663224,51518340,76885584,75207112,58729512,75016376,59189424,20132860,100373056,33512340,55562300,37048304,53500336
N6-succinyladenosine,204224,189935,178346,131977,142309,125124,158003,241876,385496,1276942,268568,312105,263379,1041431,336208,313859,285365,209065,236205,328288,293574,204458,308722,176679,261176,306417,289349,285247,302233,278774
naringenin 7-glucuronide,6165764,6297631.5,4809715,8359322.5,5868916,4681880,4639236,3919231,7674973.5,7021271.5,10299981,10702462,7000548,2438660,13201500,11873314,10005579,10848546,13836543,10907993,9655826,2018001.125,2817377,2730763,2490160,1961908,2619398,2449587,2407949,2693438
nervonoylcarnitine (C24:1)*,,434067,490556,627022,605296,525830,,778299,,1446949,720766,1198373,1060073,2395613,1220904,937536,802690,568436,843793,845192,631279,870711.9375,849789,,1170395,748019,1158416,972743,1211938,952988.9375
nicotinamide,39504116,36366156,54897432,35182456,33358690,30027080,36734496,33478440,18905494,14809621,12947043,12886896,17436920,15704926,26651316,32029420,21086168,27871330,29016924,34018300,34071596,46723748,40504388,54812996,45127916,38540848,45423456,57254840,40952152,46757592
NAD+,109693,141174,191372,140108,108668,87296,132957,80390,,,,,,,,75887,25679,,37279,66105,,26540,31042,,,35669,44437,53744,,117012
nicotinamide N-oxide,7853508.5,7524053,9925508,7557138,6828801,6301727,7586702,8933672,6870644,3707843,2079682,4618582,4067021,4443226,5347690,9230470,6319135,8391209,5824943,9271025,7232589,15455128,12948400,20873654,11201125,10936540,11792306,10883177,11585687,13299054
nicotinamide ribonucleotide (NMN),552953,535128,833971.0625,407445,228652,209386,190660,254428,229658,219584,96234,174083,145001,513958,145917,402110,418366,385577.9688,326721,345266,244113,134286,216190,120933,416014.9688,678494,299038,435285,892070,467294
nicotinamide riboside,415659712,427849920,484087360,473085952,342254848,355453408,371230944,436596736,354743936,381639104,256597360,322716960,336110624,258465680,316159584,345108320,276674688,305563136,300640512,282911616,324953632,437950624,506368672,533655456,521747808,416043200,457491552,530287040,467297728,581281728
nicotinate,,,1246912,,,,,,51688680,23941530,1882740,24252736,5187983,90996240,30186164,,,,218615,,205352,478716,,302465,,,,,134926,299289
nicotinate ribonucleoside,4451544,4477761,5482432,3847923,2512280,2628385,2204203,1832010,1451177,1336269,1767913,1861914,1172858,2575142,1506540,2938466,2172077,3615029.75,2646382,2334315,2107879,5187377,8023516.5,6828851.5,4598131,4236925,4364350,5274503,3357472,7678319
nisinate (24:6n3),5712716,5232169,5652302,6052488,6631571.5,8913106,6372675,9272732,7051178,5176079,3285322,3309397,3719053,4730058,3769558,5559228,4684338,5616123,5701203,7282937,5744197,4774585,6651079,8242903.5,5811229.5,8109704,6654143.5,8466654,8257086,9582055
nonadecanoate (19:0),4676871,3900734,4834302,8097263.5,5028297,5080942,5449505,8593280,7559835,7363726,5355235,8985356,5464352,14362508,7517693,7466426.5,6621771,5191960,8043252,9977528,8788518,7621407,8711230,6942517,6403518,7224790,8069591,6978656,15373826,10152689
nonanoylcarnitine (C9),436233.0313,448087,878402,822709,,552427,,390436,2053022.875,6603101,839009,1181493,800523,5439357,664230,418065,479174,462484.9688,185382,,281563,1380673,837937.0625,1210195,1402070,1003971.938,690306,1180130,816346,1027496
O-sulfo-L-tyrosine,255321,298695,280121,282624,306507,264431,313903,330505,399020,396389,381145,367728,366049,589426,378564,452307,493708,528772,450952,541955,514235,334527,472460,432908.0313,389787.9688,459769.9688,350642,363673,439287.9688,442444
o-Tyrosine,1214492,1196721,1968610,2131667,836066,1315224,873886.9375,1544913,7313526,10556266,3505685,4863817,5532702,10703828,2982954,3327373.75,1573793.875,1997080,2602442,3875539,2475681,2273712,2303508,3187478,2622328,2960238,1458061.875,2328245,2962750.25,3109501
octadecanedioylcarnitine (C18-DC)*,5205250,6546775,9609026,5409228,2382670,4655623,2742786,3416129,11103238,13222958,4369088,6265770,8352027,19416466,5795189,2423712,2025173,3437959,2126231,2179692,2628579,11245006,12993378,14215799,15520354,10458827,10980088,14967113,14590899,15542586
octadecenedioylcarnitine (C18:1-DC)*,22112282,24408380,34088524,28543158,36883964,36832188,36976660,39488948,116544976,167533360,30062814,43783504,74119080,246473072,52490696,27225838,31223872,39238364,27448206,33623696,30685478,88330224,57141312,113680592,101788096,84422880,49566076,92145096,54575920,108759904
octanoylcarnitine (C8),514754,630374,1438157,740662,678220,1157788,,799487,4824665,11737883,1228211,2353640,1441692,22445746,1110137,440411,,939516,533696,,575463,1723658,975729,1735747,2059667,1139253,1373742,1470089,1055466,1122963
oleate/vaccenate (18:1),1060909760,857047360,1140031104,1710944000,1412306432,1996197888,1361792128,2625836544,1624594560,1726269952,579464000,882270400,830883200,2506457344,697038848,1141852160,1032397440,1518768768,1679928960,2536298752,1611801600,1558783232,1848921856,3272327936,2222294528,3099198976,1544849536,2447359232,3274603520,3735977216
oleoyl ethanolamide,780295,899682,1046433.063,1593973.875,1203737,1200789,1611827,1897280.875,2050103.875,3370765,1511036,2040572,1161569,5412782,1643883,1160393,1023683,1405129,1724756,2279956,1307297,1331024,1421550,1401705,1173296,1258102,790234,1243578,1797005,1595063
oleoylcarnitine (C18:1),332207424,335370400,488500576,361047104,344863968,392476448,370043200,475370432,1220359552,1777947904,602070848,1003748608,851962944,2026626816,790403264,434743712,316782016,345400448,369622240,414682304,363858848,675522624,471895776,660961472,686480448,466976864,543388864,589105792,502170624,499965472
oleoylcholine,235006,325412,,391969,147973,,244419,,517806,1543548,277879,567482,555278,851396,406847,,,,226906,,,950977,609408,627642,618321,,532303,560865,,
ophthalmate,98450992,83858376,74363584,115259840,87166592,111312248,85717400,148156880,402256192,626207040,183410624,328446176,175184240,1070226432,230348064,110254280,91441224,65539732,80146928,74570048,69948112,70325104,80221488,89764496,72969760,72992504,75522256,63173528,62082580,68475168
ornithine,189533888,154021872,208732112,183317808,146385184,255689360,129925568,186208736,391699520,339912416,231377232,455936608,186905104,747257664,192404864,395142976,202161776,176398336,185502480,238223696,234225184,144735424,154640192,196354032,159694592,201859040,150252304,195337360,176582160,207830416
orotate,6605773,8305351.5,5836569,5548931,7812007,6460177,6983703,7561596,12684314,13157252,17401366,14593071,12020504,5871168,10568333,12127069,10929949,13782016,12844770,15216843,10285310,5470062,6214474,9167749,5246204,6899938,5714000,5405746,9615321,6854773
orotidine,304203,310230,304660,249710.0156,336662,292551,339252,348458,690521,688659,537934,535329,491712,945837.9375,481516,887504,733215,891232,656537,965340,644795,258163.0156,433408,485975,261907,413986,300157,320093,580815,366502
oxalate (ethanedioate),9368938,9448553,7601336,7938252,9606633,7069249,7976180,6830249,5418439,5668162,7611772,6477278,5698565,9188873,7404573,7798851.5,8274264,8138500,7729959,7243467,6181016,7286602,7196849,7954696.5,8100173,7651251,9881924,9207844,7278459,6564763
p-cresol glucuronide*,92905,75482,57876.0039,126138,493138,270283,633664,885254.9375,420359,,136652,117850,188369,462021.0313,401431,601221,636449,576475,1154544,933338.0625,253898,,,,,,,,,
p-cresol sulfate,35616,,28499.002,,155161,76595,205048,291589,177085,,27077.998,,69665,264517,251502.0156,361091,247707,395665,637612,284446,80714,,,,,,,,,
p-hydroxybenzaldehyde,1577782,1936674,1967696,1714303,1194732,1246705,1025297,1162930,1699859,2150189,1890353,1580586,1539398,2560926,1757204,2292428,1735506,1958309,1887465,2467730,1706741,1752510,1808784,1695749,1835372.875,1981630.125,1516976,2023474,1603350,2272482
palmitate (16:0),2519131648,1826106240,2729715200,4477419008,1783515648,3888549888,1421928064,4060410112,5573824000,3384890368,1523341952,2350953216,2808922880,3635517696,1739620096,2898817536,2615416064,4911930880,4349264896,6374041088,4369734144,4758261248,4908485632,8607496192,6862417408,8820729856,4383244288,6928168960,8734612480,9196502016
palmitoleate (16:1n7),166197456,127609232,169412416,321540384,175496016,299722176,147858208,406926720,197252720,195952192,62843584,76810832,91558600,319708256,57581296,189212656,217948176,353596672,319337568,603424192,279635584,240431520,295220064,567352960,340658016,504988576,212254960,325520800,539888576,571633664
palmitoleoylcarnitine (C16:1)*,314512544,339903680,516414944,407040320,402327264,410916160,390777952,522595296,1201610752,1976603008,592573760,938358208,646464896,2225646080,643929152,466642272,403227904,347287360,379934784,482478112,351917280,435563936,353318304,463158336,480781056,300399488,359179200,401286240,366413120,376288768
palmitoloelycholine,,,186534,200450,210228,77341,132311,,,753989,,,217794,,209395,162895,,108313,257714,,171300,646457,366505,372747,645110,300340,259546.0156,355316,456940,546530
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,5705855,5842247,7040514,7897377,9637186,8193894,9185679,10971984,33255828,44548016,29950494,51572612,34046136,50161908,34857680,13747518,8401255,11415897,10880620,9780623,6896672,6312789,6964361,6366070,7842538,7763842,5902637,6795373,6280572,7415570
palmitoyl sphingomyelin (d18:1/16:0),54459064,50314304,61362480,58065908,51254736,47991332,51801076,62829724,225133600,288180960,171871888,280972832,216572528,344181856,248392032,64667684,39839688,57947348,62689952,52400868,50383416,56217092,67280704,57455184,71806312,64143284,59525688,65329416,62409864,68859976
palmitoylcarnitine (C16),182062896,187224832,305341856,206702688,184923088,269119136,181295680,274414240,1005223168,1404953216,374369984,709771136,577000064,1485920512,494913216,252834928,169020592,205011040,194805680,234201456,188482448,416853344,309728032,422177792,485484320,340521120,315275104,411258432,344564480,380058720
palmitoylcholine,558075,504059,465790,541892,605475,689052,1079637,769949,497535,1331273,591814.9375,503028.9688,388748,650573,418597,575873,534411,540195,569395,665377,554859,873786,875859,919736,685613,449495,525134,668325,1292850,715713
pantoate,185535,210566,266232,128948,108336,313060,422121,325366,264713,691619,,248634.0156,152202,687276,314428,241430,323459,368018,460150,619453,305888,,126467.9922,139743,197334,97169,84266,193514,150571,92529
pantothenate (Vitamin B5),115185840,113373408,134271680,176356736,164923584,143594480,173714752,204719984,163007648,146398096,91194368,143951136,127569152,216941696,127771296,146331008,131610928,156572672,133330680,152477536,163137984,154627328,169834752,200760352,183673744,176617344,170418528,163005600,161523824,172224864
pentadecanoate (15:0),39829064,36568272,40115456,46763536,31022388,41946432,31691442,40405248,47930520,42237108,31757176,34824392,38974588,42494488,32409612,38939264,35824448,47155476,44905936,57118544,44552512,49457464,48340196,59929992,53183616,60945584,45403064,55486620,56916912,67083576
pentadecanoylcarnitine (C15)*,12505553,12604375,17925676,13890198,13576413,14446570,13590343,16365353,45174912,90594768,24347846,40336404,23389288,94206888,26584108,17369196,13992352,11623726,13059043,15450896,13212401,18381960,17477332,18043828,22346860,15235241,16615927,19504816,17166940,17273856
pentose acid*,2346797,2452306,2090223,1844863,2909828,2060427.875,1892425,1407020,1570014,934809,1723480,1083949,796237,254024,1107187,1577529,2050487,2308200,2024876,1554237,1789398,4069093,5351944,4447009,4086833,4867756,4556739,4608440,4358414,5344202
perfluorooctanesulfonate (PFOS),2141923,1887941,2223648,2053795,2379625,2144793,2654033,3150715,5591565,7079670,3163686,5537851,4097590,6193676,4074320,3808694,2858896,3113617,2165321,3722733,2027733,1086735,1204765,1978095,1365985,1367459,1217839,1662665,1196556,1298896
phenethylamine,1329920.875,1074112,1252768,1617359.875,1035001.063,1071026,904574,1098174,1269384,1320283,1489046,2516319,1463852,852487,1170454,1641611,1445688,1543918,1590467,1633121,1298991,808945,1605635,1308820,,1339557,,,,
phenol glucuronide,234343,227546,211555,379116,206952,146712,179912,163401,,144009,163978,309851,171549,,225777,578871,728478,744859,878612,502369,420967,,,,,,,,,
phenol sulfate,4367181,6012583,5300432,6270651,3712424,2565579,3975221,2525839,695826,2672050,4435630,4463519,3837527,86376,6826297,7980057,14758747,13033327,16041289,7445014,5717384,278451,122514,34041,31960,21217,,,,
phenylacetylglutamate,108797,87914,90813,110322,54279.9961,61889,,80507,169485.9844,289319,79764,141063,144418,373187,161844,136763,112422,160817,158779,190197,140962,102114,197154,211923,132635,198430,120718.9922,164772,232142,172637
phenylacetylglycine,12754196,10925949,9843852,20720980,13217783,9827606,10925447,13134324,4910936,6338880,6103828,4058029,9069112,4810892,12630475,9360803,14781660,13323010,18994880,10837028,7425458,3468529,4219808,5476710,3470661,3789290,3129759,3409891,4166644.25,3700057
phenylacetyltaurine,145126.9844,82198,132924,256008.9844,231080,134602,156840,235133,75722,145132,89323,77347,107381,212977,154090,126332,167418,177448,242231,135536,59808,,41212,,33913,25533,19260,,29826,
phenylalanine,3130442240,3097927680,3278014464,3391370240,2571877888,3138731008,2636164608,3405375488,4522384384,4466878976,3461431296,3996549120,4129551360,4727579648,3612656896,3234325504,3392979712,3548270592,3166717440,4228211456,4120736512,3961761536,4332720128,4769761280,4657591808,4307382272,3874477312,4442110464,5002884608,4781001216
phenylalanylalanine,2307656,1977311.125,2457914,3665876,1597628,2475334,1363647,3163712,1381254,711090,1031120.938,788453,1493352,940320,1008886,1984819,2171815,1937079,2395625,3657604,2950946,1655155,2255964,3417275,2671608,3611994,1461716,3192960,4486575,4330914
phenylalanylglycine,2442718,2461013,2800677,2978442,1522385,1897663,1314156,2237735,2016781,2473027,1451106,1259754,1983751,1301183,1239486,2171539,1627575,2126915,2027123,1697759,1541365,1620503,2699194,3087188,2443219,2957232,1600982,2618659,2206030,2545225
phenylalanylhydroxyproline*,365329,648269,507413.0313,,478191,633523,755387,745389,,484337,,576009,543554,,327412.9688,632384,601056,523476,606310,515099,815088.0625,730007,920571,892999,698812,749517,586268,587703,1126319,943647
phenyllactate (PLA),531059,498793,524238,639293,528872,492571,504185,244084,909522,1135932,608888,596747,516100,3827026,626691,650450,893921,1007900,715682,857168,675601,213520,225092,257470,470110,262141,212063,213557,236233,300267
phenylpyruvate,370510,530817,660241,467848,460963,472780,450705,371130,587003,649598,443342,633732,521700,550453,589551,868806,616437,645299.9375,688850,465623,486685,565436,652783,764034,468256,729100.0625,451065,813893,597288,708375
phosphate,57021188,55560776,53222440,53793140,44536180,41564192,45355164,35011236,40952200,41964740,58322288,40208632,53287652,42208112,54549304,55378716,51201912,56856828,60472324,42791072,41255988,43729548,46451340,38071592,41526968,43392824,44797616,45432228,39135036,33488756
phytosphingosine,598305,586971,645610,583879,605740,649584,556977,727889,1137262,1160098,777589,1227249,947966,1061744,904536.9375,886945.0625,977226,838147.0625,587074,890473.9375,686436,759703,737105,787315,908283.9375,835137,797800,782588,931781,968614
picolinate,4634681,5788889,4925817,4165726,3490084,2897406,2928449,2053232,1584699,2652725,3010067,2434623,2178359,2546228,2249364,3798075,3853312,4574319,3898284,3973763.75,2669308,4678358,7529333,4827309,4577725,5536505,3866626,4377918,4207116,6125611
picolinoylglycine,1024038,1126532,2377984,867473,906217,711994,721872,555684,523556,416559,773930,502713,662480,243959,533213,1122557,1292285,1427547,1064604,1451222,988244,1684543,1969734,2596697,994542,1466818,1383858,1096278,1476657,1350282
pimelate (C7-DC),223551.0156,161799.2031,120302,149376.5,156862.4063,128213,175314,111017.7031,134365,233548.0156,139135.0938,132208,139299,492975.9688,152435,170021,162340,168014,178235,154311.5938,167386,302278.0938,375409.5,453631,243973,682403,337176,327053,464108,379301
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),7886645.5,8958740,9652461,6483336,8724146,9766065,8918657,9560556,23186442,30623512,12149701,15556280,15278539,39592320,16162009,9503356,13082813,9766445,8866136,7937196,8712430,10585151,14000274,8640110,13556387,14728223,15624350,15432668,14819258,13215492
pipecolate,159800880,183501440,165459600,165863536,197059088,210680784,203360816,190136720,118554920,144058000,134898224,122986072,130121288,222710624,128744176,177943040,207285984,176635408,165657008,223183696,185524832,111106712,141135600,134934064,118772936,126572064,116832432,118837152,102961104,120109520
pregnen-diol disulfate*,651457,565443,828703,1902951,518363,307295,588330.9375,777674,692031.9375,486835.9688,347570,579901,413134,205371,958439,1430690,1285962,2352635,2059524,1738104.125,1488289,343326,71045,1039305,1263441,294796,211463,315363,219176,157756
pregnenetriol disulfate*,414930,403816,556562,469936,459463,573676,521144,522462,604345,639960,372075,509387,548556,1060783,493968,501421,590245,485066,473077,564577,444437,750790,341480,813443,1081391,615301,874851,1109963,384208,845751
prolylhydroxyproline,1743233,1687210.875,1323837,1065275,1623861.125,2914805.75,2273079,1610769,2761027,1980381,1096032,2113853,1646781,2992380,1131635,2978516,1716308,1749958,2143143,3167442,2940324,3649404,3864259,3550902,2437054,3475465,1744521,3154113,3550956.75,5237619
proline,570947200,619880128,571821632,594176640,587506240,599831232,610115968,569475648,1311211520,1448098560,722164288,1201418240,715292288,2192989184,936699968,726438080,618505088,709291712,599821504,735910464,683614016,661635776,741794240,669666496,677474688,701259328,642945344,708786560,676617280,765231680
prolylglycine,75621552,73034784,75890632,82586976,67494496,67327912,71246800,73060120,73179184,67947816,56555420,55137996,65574056,53561148,64274992,79107248,77415752,92295824,75389648,93080544,73391304,73530128,86241328,86064024,81671064,78526520,78819672,87693144,71092840,84671456
propionylcarnitine (C3),37383216,36850340,37167572,33533414,36034444,44194552,34917580,28028388,21445316,28342560,19843386,16881320,18506784,35385092,19841536,29097614,37153080,30798020,26772430,28869788,35893656,22814692,34658168,20538996,26006750,40383608,25660128,34456936,32968636,43487972
propionylglycine (C3),425225,441461,596802,428113,400293,374863,606355,267009,,,265554,,353366,,165626,451987,536679,508552.0313,626849,805604,465116,327424,423687,617801,336019,505077,421992,458904,567817,544222
protoporphyrin IX,139366272,146648032,136911104,120834888,125012424,106447184,107966488,108956648,111159536,74464840,104487752,106688464,131012752,42192032,101850320,109903992,126609920,157558208,117282064,114898720,108712408,76240936,83988240,78290832,90545280,97436656,79483408,86885048,99476104,89421680
pseudouridine,1981810,2150889,2272843,2474124,2073301,2157090,2796734,3084559,662827,200826,1110049,449958,1650363,,1046301,2487560,3283303.25,2996561,2992343,3851923.75,3568625.75,2879195,3340378,3687555,2738494,2968869,3329648.75,2604986,3310958,3131527
pterin,1843715,1961949,2271724,2537760,2325593,2013230.875,2948994,3425748,1760257,861110,839092,1124734,1726773.875,1077524,1533152,1220099,2703809,2825293,1853848,2448239,2779435,2229739,3622290,1719696,2756256,2160873,5136073,3090964,3599635,2650078
pyridoxal,29809472,31855290,41803356,31429792,24547652,26281628,26864708,22487706,11059418,11805718,18506720,11905321,17192598,7199794,19686036,24471884,32142930,32986664,32035744,26346198,27911088,29898908,42719388,31464460,34680160,43062324,34020184,53797352,34458260,48869536
pyridoxate,10621133,9810496,14502580,11111485,9822574,10422789,12517748,12562016,9474389,10400314,11244025,7829391,12823986,14956575,13232627,24147818,40025676,32370890,22931140,46164184,29039064,10449518,17079450,23687496,11491400,13750171,12363802,18753784,28210018,17736836
pyroglutamine*,43050984,41557328,38413040,43349440,48575120,50856464,50904376,47008488,21393614,20664946,22622272,17916992,21895820,24716084,20867620,31606868,35258100,32892340,32318140,34103908,33788904,19703532,23676730,29620396,27215292,28433814,21400928,23287254,22347340,24263030
pyrraline,2289783,2531410,2333280,2137426,2672188,2413927,2374771,1585496.125,1055910,1343033,2350024,1549741,1399424,835655,1270552,1736141,1779991,1827324,2227582,1644941,1908088,4023698,5442202,4425938,3640183,4630146,3500970,4891179,3225505,5143217
pyruvate,2730632,3494187,6526290,2641840,4573181,3769413,5721384,1511987,1958401.125,1221411,3735901,1829531,2331280,1654353,2783503.75,2492671,4958708,2652397,2972864.75,1708835,2040591.125,3310606,2911724,2235215,3153166,2363230,2478608,2833325,1821467,3273334
quinate,237885.9844,255336.9844,171197,227836,224027,250877,203458,184912,370769,380981,272569,218635,283236,139350,189088,401160,302938,371209,328517,273157,281769,153459,173300,193151,129026.0078,273980,124774,172953,155211,179741
quinolinate,898794,1092808,916489,980917,763887,462130,609342,554845,814523,863767,865087,1008762.938,754671,1365963,804822,1339957,792173,1427097,716114,1199105,729080,2182377,3033108,2918314,1654628,1821990,1322186,1306035,1485412,2422299
resveratrol disulfate (1)*,8224015.5,7266924,8315901,13022376,3238597,2405775,3386719,6584938,1080167,1975023,954869,475522,820363,2572517,2105466,6571439,8825504,10167387,10667176,6266784,20886308,1146710,1723979,1649053,1286082,789884,908866,1027093,1488280,946996.0625
resveratrol disulfate (2)*,1984437,1066069,1175907,1408487,355182,333144,524519,1484936,288841,214622.0156,103812,33269,69563,219590.0156,202577,858316,1456229,998620,1039068,507112,1840135.875,202809,446546,571334,368439,211404,272290,208856,264359,238485.9844
resveratrol glucuronide (1)*,295088,367092,292942,395457,310707,310032,299964,421089,,82027.0078,251682,55654,165666,,275947,386985,554643,641888.0625,1116806,578858,894903,,38380,,,,,,110687,
resveratrol sulfate (1)*,7802214,6075274,7238189,11225421,2217668,1509429,2265485,4292425,577924,2303587,1078715,323834,804280,3870493,1455007,7944750,7892662,12752148,10626630,8214810,23114340,1151323,1552348,1930033,1102077,691892,864690,861168,1822590,865358
resveratrol sulfate (2)*,1284698,473388,628538,622819,159286,138591,299298,978903,156572,80122,50617,,,285494,103735,886304,1360816,1108183,701145,555310,1497862,95367,207375,530147,161085,76864,161424,87349,252871.0156,92776
retinal,,27421.8008,,,,,,45008,119470.4922,,,,29674.1992,,21835.5,,,72952,,34128.8984,16281.1006,,164655,120396,,115282,167634,141621,204830,141429
retinol (Vitamin A),3616893,3584707,4246821,3519118,4108984,4377288,5449671,4037103,4506596,4826932,3043146,3981829,3716337,3978756,3975840,4089753,4942102,4522342,3704349,4871426,4724189,4501364,4805742,4964004,4144070,4986329,6002059,5919223,5380764,5133382
ribitol,135349,146731,127547,141331,134330,169758,173224,176811,328441,474514,230119,343718,234351.9844,737873,263748,216370,205463.9844,193043.0156,209487.0156,239579,232220.0156,160446,182210.9844,154592,153731,187843.0156,162761,177726,143953,171342
riboflavin (Vitamin B2),54371752,57683540,86101136,76649728,49109716,50678488,38294400,32420014,87929840,153671776,69063728,60689552,117160568,300357568,108873736,72951376,91021560,129403648,92042888,162301696,91251848,11070847,18376944,20793852,18551482,20959992,18177312,28596616,23447048,21111092
ribonate,4773829,5081581,5335940,3988099.75,6257143.5,5674185.5,7939585.5,4878649,4389020,4915608,5173722,4149683,3786786.75,4568098,6466026,6568471,4907006,6923398,4635835,4727035,4863035,9874708,10473231,10101464,10111965,8529937,7430818,9694336,9574045,10162977
ribose,882443,504849,957975,505413.9688,298238,,,489563,,547931,,279658,,773696,269643,441945,355178,,,254232,,512188,447356,626422,784686,737297,475863,854332,392342,883669
ribulonate/xylulonate/lyxonate*,13907373,11244282,13367784,13902572,10672375,11135632,12012799,13619138,17895036,15580702,12095816,26191276,11992346,18863116,18922772,14264320,9075025,11774163,11876003,16797712,11324199,24946546,18330522,18962392,26935594,13289402,27794880,19810268,22431864,21623836
ribulose/xylulose,116981,183804.9844,109855.0078,218251,185175.9844,171974,162722,215070.0156,159873,295490,176335,275572,174449,400674,164848,184090,222800.0156,231300.9844,159613,301476,189256,163624,180143,142982,152889,177465,159316,147944,204754,139088
"S-(1,2-dicarboxyethyl)glutathione",1345104,1136153,1026842.938,1686261,1410670,1355394,1450485,1517355,1104182,1304015,1097386,959582,987608,1533527.125,1128326,2306744,2281834,1898093,1860470,2019621,1936778.875,1236670,2300241,1556088,1627224,2277118,1112783,1273544,1634482.875,1585235
S-(3-hydroxypropyl)mercapturic acid (HPMA),83497,90468,71028,87343,94032,104689,109882,97034,92683.0078,86060,81367,60376,65818,114898,79849,106081,118904,135734,122447,140395,119707,54899,73752,81577,63899,69349,64492.9961,63671,90616.0078,84750
S-1-pyrroline-5-carboxylate,2053599,1893362,1686547,1505283,1335459.875,1342181,1086811,802341,880951,860827,1191726,1013064,1321586,602044,754724,1281770,1302548,1256548,1180591,1385777,929488,1277752,1427242,1632129,1595033,1374578,1120664,1624083.125,1407417,1309104
S-adenosylhomocysteine (SAH),72837,88921,205582,71692,93340,67020,109531.0078,38021,186909,225123.9844,69262,142563,77589,298471,129357.0078,87255,79656,71557,58662,96278,71725,64367,119183.9922,101448,97548.9922,106215.9922,95106,143194,92400,349285
S-methylcysteine,208106.9844,240482.9844,283622,326644,253991,293132,278299,486672,746474,526018,364613,742976,452077,1013306,518204,428540,308214,344017,392290,515694.9688,350889,338307,403207,432977,418696.9688,346211,276317,374930,516722,498503.0313
S-methylcysteine sulfoxide,427810.0313,439098,485617,592303,378976,411777.9688,516393,960685,1392938,1439094,555733,1346658.875,894057,2275084,902628,902208,397449,377821,398730,676722,479273,504713,640604,729977,631082,403191,445251,501068,572542,688061
S-methylglutathione,76670848,78397696,75735928,79576992,78374456,79826840,85907368,82881328,50640340,42503768,58370668,50994148,51697588,47183460,62442300,118583360,136118144,125265504,106978544,128634424,110610608,91906656,112193152,81549128,87063680,97158504,86604168,86751096,86070040,93082528
salicylate,323408,442630,288707,302661,268434,220490,207671,,184722,295378,393123,348479,207498,,,229561.0156,196841,154879,259914,153362,,,,,,92483,,86609,103324,
sarcosine,23095968,24029396,23572256,19703388,19444184,25048996,17609596,10565482,6482250,7341562,10322257,9876390,6043202,6476869,10019920,7420762,15141439,12804661,10072059,8640004,10725530,18564354,24646374,15831341,22997228,30227658,24102352,30644412,23743032,32280128
sebacate (C10-DC),122159,72127,147212,116564,77214,107902,148463,105029,202258.0938,277740,91287,113587,131975,1027466.75,178207,177673,121806,122694,120807,160534,102529,80844,149327,129996,99523,142193,78310.6016,131207,123602.5078,177403
serine,328617376,324959872,332296064,369915520,288445248,293725152,286256064,317568480,630658048,616679360,360926624,509920224,473932064,662390464,418572736,393766560,357707744,456902688,391004128,495209632,423391584,386482752,441016384,426667552,432591392,493231456,389367136,462039584,507318944,512220512
soyasaponin I,,,,,,,,,,,328120,,,375625,377319,,,,,,,1301903,1792591,1097401,827864.0625,1793038.875,1757733,1221703,1503666,1181132
soyasaponin II,,,,,,,,,249658,,,,,,,,,,,,,703928,799736,458705,398401,767192,504876,520755.9688,684317,512888
sphingadienine,822471,658739,1027197,965046,612397,1694105,583909,1210331,2233661,2428956,559764,1607197,1343147,4142971,856670,701947,1071450,1181127,570114,761124,969112,1086515,1340911,2008668,1329568,2140439,750561,1554239,1015695,1924350.125
sphinganine,392996,436499,,512094,582619,543628,661219,618329,2768006,4568544,1532334.875,3264662,1295882,18852856,1516405,856948.9375,802764,442441,529658,503680,552482,464914,644799.9375,525750,513405,656223,675997,589025,585491,378587
"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",11303479,11713845,11848550,13676304,8694813,9101807,9289811,9767220,11829249,17159480,14228606,13273570,14541014,18824040,15385924,8587261,8949613,9409228,9692193,8267506,7721382,8994883,10199791,9537631,9652241,9286452,6764288,8751072,8002104.5,9929812
